timestamp,device_id,temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,microphone_one,microphone_two
2026-03-13T11:29:55.982Z,IEMAA-IEMA-601-4-099,50.4034,51.2379,5.3137,7.5018,6.3975,26.2993,25.4239,22.6160,30.5521,100.2867
2026-03-13T11:29:58.954Z,IEMAA-IEMA-601-4-099,50.8089,51.2818,5.4435,7.5893,6.1426,25.2477,26.6591,20.9523,30.3456,101.7864
2026-03-13T11:30:01.958Z,IEMAA-IEMA-601-4-099,50.8549,50.5121,5.0257,7.1515,6.5562,24.5829,26.0460,22.1106,30.0613,101.4940
2026-03-13T11:30:04.965Z,IEMAA-IEMA-601-4-099,50.4911,50.6086,5.7829,7.9141,6.3218,25.0597,26.4149,20.9210,30.5982,101.0930
2026-03-13T11:30:07.974Z,IEMAA-IEMA-601-4-099,50.8376,51.5240,5.3567,7.5088,6.0122,25.7060,26.7083,22.0941,31.3420,100.3172
2026-03-13T11:30:10.990Z,IEMAA-IEMA-601-4-099,51.1587,51.7033,5.0336,7.7450,6.5749,26.3825,25.8951,21.0864,30.2053,101.1484
2026-03-13T11:30:13.988Z,IEMAA-IEMA-601-4-099,50.1709,51.0329,5.6997,7.0961,6.1094,24.6461,25.4274,22.0135,30.9990,100.6738
2026-03-13T11:30:16.996Z,IEMAA-IEMA-601-4-099,50.4571,50.7697,5.4801,7.4575,6.9478,24.6944,25.7099,21.8082,30.6657,101.6693
2026-03-13T11:30:20.000Z,IEMAA-IEMA-601-4-099,51.6985,50.8460,5.7199,7.4049,6.3255,25.4432,25.9450,21.1399,30.3482,100.2440
2026-03-13T11:30:23.013Z,IEMAA-IEMA-601-4-099,50.7618,50.6017,5.8468,7.6716,6.4544,26.4132,25.9738,21.8507,31.4096,101.1209
2026-03-13T11:30:26.027Z,IEMAA-IEMA-601-4-099,51.3483,51.3813,5.1674,7.2180,6.0801,25.0253,25.3962,21.8248,30.8707,100.8011
2026-03-13T11:30:29.041Z,IEMAA-IEMA-601-4-099,49.7828,51.2648,5.8601,7.6183,6.8368,24.6209,25.3871,22.3719,30.6236,101.5021
2026-03-13T11:30:32.042Z,IEMAA-IEMA-601-4-099,51.1909,50.8063,5.2258,7.8813,6.4278,25.8203,25.5982,21.2246,31.8949,100.5766
2026-03-13T11:30:35.046Z,IEMAA-IEMA-601-4-099,50.0538,51.0695,5.7507,7.5695,6.9591,25.3257,25.2159,22.4560,31.3783,100.9682
2026-03-13T11:30:38.055Z,IEMAA-IEMA-601-4-099,50.1989,51.3441,5.0149,7.2618,6.7753,25.0244,25.0145,22.4685,31.6171,99.9895
2026-03-13T11:30:41.060Z,IEMAA-IEMA-601-4-099,51.6197,50.4147,5.1785,7.5209,6.4874,24.7688,24.9912,22.2404,30.8208,99.8330
2026-03-13T11:30:44.072Z,IEMAA-IEMA-601-4-099,49.9725,50.7851,5.6224,7.8451,6.6658,25.2474,25.9969,22.1145,30.9046,101.1427
