timestamp,device_id,temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,microphone_one,microphone_two
2026-03-13T13:01:18.277Z,IEMA-601-4-005,56.15,0,0,0,0,0,0,0,0,0
2026-03-13T13:02:06.576Z,IEMA-601-4-005,45.39,49.14,-1.51,0.564,-0.051,-3.68,-11.87,39.21,4065,1356
2026-03-13T13:02:36.580Z,IEMA-601-4-005,50.31,36.67,-1.187,1.425,-1.229,-40.69,36.42,-72.18,1588,3998
2026-03-13T13:03:06.591Z,IEMA-601-4-005,59.03,52.65,1.165,1.405,1.232,16.36,-18.84,-45.78,2985,39
2026-03-13T13:03:36.589Z,IEMA-601-4-005,58.27,36.3,-1.38,0.807,1.757,18.99,87.03,-32.6,3885,2699
2026-03-13T13:04:06.596Z,IEMA-601-4-005,30.33,37.27,0.703,-1.248,-0.817,68.61,83.73,29.34,3615,748
2026-03-13T13:04:36.592Z,IEMA-601-4-005,32.76,35.61,-1.98,0.591,1.474,65.02,-48.31,-77.97,62,440
2026-03-13T13:05:06.591Z,IEMA-601-4-005,59.13,55.28,0.049,-0.502,1.792,10.33,98.59,60.72,1641,284
2026-03-13T13:05:36.603Z,IEMA-601-4-005,37.71,40.48,1.375,-0.132,-0.185,95.03,-25.95,6.27,2439,866
2026-03-13T13:06:06.604Z,IEMA-601-4-005,33.37,39.65,-1.236,0.092,-0.624,-30.7,-84.33,7.82,3114,2881
2026-03-13T13:06:36.614Z,IEMA-601-4-005,34.73,56.22,1.938,0.458,0.24,-14.16,-77.12,92.92,2219,21
2026-03-13T13:07:06.561Z,IEMA-601-4-005,55.99,57.97,0.355,-0.699,0.026,-37.41,-48.93,-41.07,1669,1509
2026-03-13T13:07:36.611Z,IEMA-601-4-005,36.82,57.97,-1.211,1.921,-0.746,74.17,-50.02,23.95,1397,2395
2026-03-13T13:08:06.617Z,IEMA-601-4-005,55.49,46.94,1.909,1.749,-1.613,72.99,-4.14,-21.07,1048,456
2026-03-13T13:09:06.625Z,IEMA-601-4-005,53.97,43.57,-0.976,-0.925,-0.314,83.54,54.97,22.48,3784,2681
2026-03-13T13:10:36.620Z,IEMA-601-4-005,37.39,48.55,-1.021,-1.492,-0.313,-50.96,-14.67,-58.05,1176,641
2026-03-13T13:11:06.623Z,IEMA-601-4-005,41.78,59.11,-1.572,0.699,-1.815,-36.5,-3.65,-10.09,3239,2996
2026-03-13T13:11:36.623Z,IEMA-601-4-005,33.52,41.27,1.32,1.585,0.96,-74.57,74.78,19.51,1897,577
2026-03-13T13:12:06.630Z,IEMA-601-4-005,50.06,53.8,0.464,-1.253,-0.017,69.85,89.42,44.59,1846,3276
2026-03-13T13:13:06.594Z,IEMA-601-4-005,37.26,55.43,0.046,-0.416,1.289,-88.79,79.62,-9.28,2623,3123
2026-03-13T13:13:36.638Z,IEMA-601-4-005,40.54,34.28,0.257,-0.11,1.776,-79.89,65.12,91.22,1698,3678
2026-03-13T13:14:36.649Z,IEMA-601-4-005,51.62,30.02,-0.173,1.284,-1.203,87.1,52.92,-84.53,3129,564
2026-03-13T13:15:06.646Z,IEMA-601-4-005,33.07,48.51,0.978,-0.637,-1.777,-52.07,-80.58,-70.11,3450,1138
2026-03-13T13:16:06.652Z,IEMA-601-4-005,35.51,46.87,1.943,-1.114,-0.886,89.76,68.99,98.33,2676,416
2026-03-13T13:16:36.652Z,IEMA-601-4-005,48.74,53.76,1.279,-0.272,0.919,11.13,-51.41,-67.01,2951,1304
2026-03-13T13:17:06.609Z,IEMA-601-4-005,47.07,39.57,-1.792,0.355,0.602,-52.79,4.35,85.78,3700,3025
